Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
6/13/2019,7,32,1927,25,77,19,2134,123
6/14/2019,9,40,2435,31,77,24,2134,123
6/15/2019,9,38,2296,29,77,19,2134,123
6/16/2019,11,48,2900,37,77,24,2134,123
6/17/2019,9,38,2495,29,75,19,2134,123
6/18/2019,12,48,3152,36,75,24,2134,123
6/19/2019,9,37,2456,28,75,19,2134,122
6/20/2019,9,39,2535,29,75,19,2134,122
6/21/2019,11,43,2824,32,75,22,2134,122
6/22/2019,9,36,2377,27,75,18,2134,122
6/23/2019,11,44,2918,34,75,23,2122,122
6/24/2019,8,32,2090,24,75,19,2122,122
6/25/2019,10,40,2627,30,75,24,2122,122
6/26/2019,9,37,2493,27,74,22,2122,122
6/27/2019,9,35,2402,26,74,21,2122,122
6/28/2019,8,32,2163,24,74,19,2122,122
6/29/2019,8,33,2231,24,74,20,2122,122
6/30/2019,10,40,2732,30,74,24,2122,122
7/1/2019,10,40,2732,30,74,24,2122,122
7/2/2019,8,32,2163,24,74,19,2122,122
7/3/2019,8,32,2163,24,74,19,2122,122
7/4/2019,12,47,3305,34,73,24,2122,122
7/5/2019,10,37,2616,27,73,19,2122,122
7/6/2019,12,47,3305,34,73,24,2134,122
7/7/2019,10,38,2664,28,73,20,2134,122
7/8/2019,11,42,2979,31,73,24,2134,122
7/9/2019,10,37,2601,27,73,20,2098,122
7/10/2019,10,36,2587,27,73,20,2098,122
7/11/2019,9,36,2491,27,74,20,2098,122
7/12/2019,11,45,3066,33,74,24,2098,122
7/13/2019,9,36,2491,27,74,20,2098,122
7/14/2019,9,36,2491,27,74,20,2098,122
7/15/2019,11,45,3066,33,74,24,2122,121
7/16/2019,10,40,2699,29,74,20,2122,121
7/17/2019,12,48,3305,36,74,24,2122,121
7/18/2019,8,32,2204,24,74,17,2122,121
7/19/2019,11,43,2939,32,74,22,2122,121
7/20/2019,10,37,2558,28,74,20,2122,121
7/21/2019,10,37,2755,27,72,20,2122,121
7/22/2019,11,39,2882,28,72,20,2122,121
7/23/2019,10,38,2814,28,72,21,2122,121
7/24/2019,10,38,2814,28,72,21,2122,121
7/25/2019,11,40,3057,29,71,22,2110,121
7/26/2019,12,41,3146,30,71,22,2110,121
7/27/2019,10,35,2634,25,71,18,2110,121
7/28/2019,11,39,3000,28,71,21,2122,121
7/29/2019,10,35,2648,25,71,18,2075,121
7/30/2019,9,35,2479,26,73,18,2110,121
7/31/2019,10,40,2806,29,73,21,2110,121
8/1/2019,8,30,2094,22,73,17,2098,121
8/2/2019,8,29,2033,21,73,17,2098,121
8/3/2019,8,30,2094,22,73,17,2098,121
8/4/2019,8,29,2082,22,73,17,2098,121
8/5/2019,7,28,1972,20,73,16,2098,121
8/6/2019,8,30,2094,22,73,17,2075,121
8/7/2019,7,27,1911,20,73,16,2075,121
8/8/2019,9,34,2435,25,73,20,2075,121
8/9/2019,8,29,2070,21,73,15,2075,121
8/10/2019,10,37,2641,27,73,19,2075,120
8/11/2019,8,32,2088,24,75,16,2075,120
8/12/2019,7,27,1797,21,75,14,2075,120
8/13/2019,8,33,2167,25,75,16,2075,120
8/14/2019,8,33,2194,25,75,17,2075,120
8/15/2019,7,28,1850,21,75,14,2075,120
8/16/2019,9,38,2511,29,75,19,2075,120
8/17/2019,7,31,1810,25,78,15,2062,120
8/18/2019,9,40,2324,32,78,19,2062,120
8/19/2019,6,30,1712,23,78,14,2062,120
8/20/2019,9,40,2324,32,78,19,2062,120
8/21/2019,7,33,1896,26,78,16,2062,120
8/22/2019,8,37,2116,29,78,17,2062,120
8/23/2019,8,38,2193,30,78,19,2062,120
8/24/2019,6,29,1700,23,78,15,2086,120
8/25/2019,8,39,2228,30,78,19,2086,120
8/26/2019,7,29,1842,22,76,14,2086,120
8/27/2019,9,38,2379,29,76,19,2086,120
8/28/2019,8,36,2239,27,76,18,2086,120
8/29/2019,7,32,1996,24,76,16,2086,120
8/30/2019,8,39,2127,31,79,19,2086,120
8/31/2019,6,28,1567,23,79,14,2086,120
9/1/2019,8,39,2127,31,79,19,2086,120
9/2/2019,8,39,2127,31,79,19,2098,120
9/3/2019,6,30,1679,24,79,15,2098,120
9/4/2019,10,49,2686,39,79,24,2098,120
9/5/2019,10,49,2686,39,79,24,2098,119
9/6/2019,10,49,2686,39,79,24,2098,119
9/7/2019,10,49,2719,39,79,24,2122,119
9/8/2019,12,49,3237,37,75,24,2122,119
9/9/2019,9,39,2549,29,75,19,2122,119
9/10/2019,10,39,2563,29,75,19,2098,119
9/11/2019,9,38,2496,29,75,19,2098,119
9/12/2019,8,30,2034,22,74,15,2110,119
9/13/2019,10,39,2665,29,74,19,2110,119
9/14/2019,10,38,2595,28,74,19,2110,119
9/15/2019,7,29,1981,22,74,15,2110,119
9/16/2019,10,38,2611,29,74,19,2110,119
9/17/2019,9,37,2543,28,74,19,2110,119
9/18/2019,7,29,2014,22,74,15,2110,119
9/19/2019,10,39,2633,29,74,19,2110,119
9/20/2019,10,38,2564,28,74,19,2110,119
9/21/2019,7,29,1855,23,76,15,2110,119
9/22/2019,11,46,2925,36,76,19,2086,119
9/23/2019,11,45,2832,34,76,18,2098,119
9/24/2019,8,36,2247,27,76,15,2098,119
9/25/2019,11,46,3046,35,75,19,2098,119
9/26/2019,8,34,2205,25,75,18,2098,119
9/27/2019,7,27,1750,20,75,15,2098,119
9/28/2019,10,40,2605,30,75,19,2098,119
9/29/2019,9,38,2522,29,75,18,2098,119
9/30/2019,7,30,2001,23,75,15,2098,119
10/1/2019,10,40,2605,30,75,19,2110,118
10/2/2019,9,38,2522,29,75,18,2110,118
10/3/2019,7,30,2001,23,75,15,2110,118
10/4/2019,9,38,2469,28,75,19,2110,118
10/5/2019,9,36,2391,28,75,18,2110,118
10/6/2019,7,29,1898,22,75,15,2110,118
10/7/2019,7,30,1981,23,75,19,2062,118
10/8/2019,7,30,1981,23,75,19,2062,118
10/9/2019,6,26,1710,20,75,16,2110,118
10/10/2019,9,36,2371,27,75,17,2086,118
10/11/2019,10,41,2714,31,75,19,2086,118
10/12/2019,10,41,2714,31,75,19,2086,118
10/13/2019,8,33,2200,25,75,15,2086,118
10/14/2019,9,37,2446,28,75,18,2086,118
10/15/2019,10,40,2610,30,75,19,2086,118
10/16/2019,10,40,2624,30,75,19,2086,118
10/17/2019,7,30,1964,23,75,14,2063,118
10/18/2019,10,39,2569,30,75,19,2063,118
10/19/2019,10,40,2624,30,75,19,2063,118
10/20/2019,9,36,2333,27,75,18,2098,118
10/21/2019,9,36,2333,27,75,18,2086,118
10/22/2019,9,37,2423,28,75,19,2086,118
10/23/2019,9,36,2376,27,75,19,2110,118
10/24/2019,8,33,2250,25,74,17,2110,118
10/25/2019,8,30,2042,22,74,16,2110,118
10/26/2019,9,36,2476,27,74,19,2110,117
10/27/2019,9,36,2476,27,74,19,2110,117
10/28/2019,8,31,2124,23,74,16,2110,117
10/29/2019,8,31,2124,23,74,17,2110,117
10/30/2019,9,35,2417,26,74,19,2110,117
10/31/2019,9,35,2417,26,74,19,2110,117
11/1/2019,7,27,1859,20,74,15,2110,117
11/2/2019,8,31,2151,23,74,18,2110,117
11/3/2019,9,34,2309,25,74,19,2110,117
11/4/2019,9,34,2309,25,74,19,2110,117
11/5/2019,7,29,1978,22,74,14,2110,117
11/6/2019,9,38,2387,29,76,19,2110,117
11/7/2019,9,39,2465,30,76,19,2110,117
11/8/2019,9,37,2362,29,76,18,2110,117
11/9/2019,7,30,2000,23,75,15,2110,117
11/10/2019,10,39,2568,30,75,19,2110,117
11/11/2019,10,39,2568,30,75,19,2110,117
11/12/2019,9,35,2511,26,73,17,2098,117
11/13/2019,9,33,2306,24,73,16,2098,117
11/14/2019,10,36,2584,27,73,18,2098,117
11/15/2019,10,39,2788,29,73,19,2098,117
11/16/2019,10,38,2730,28,73,19,2098,117
11/17/2019,8,30,2117,22,73,15,2098,117
11/18/2019,10,39,2744,28,73,19,2098,117
11/19/2019,10,39,2774,29,73,19,2098,117
11/20/2019,10,39,2788,29,73,19,2098,117
11/21/2019,8,32,2277,24,73,16,2098,116
11/22/2019,9,36,2540,26,73,17,2098,116
11/23/2019,10,39,2774,29,73,19,2098,116
11/24/2019,10,39,2774,29,73,19,2098,116
11/25/2019,9,35,2496,26,73,17,2098,116
11/26/2019,9,33,2321,24,73,16,2098,116
11/27/2019,10,39,2774,29,73,19,2098,116
11/28/2019,10,39,2671,29,74,19,2098,116
11/29/2019,10,38,2615,29,74,19,2098,116
11/30/2019,8,30,2038,22,74,15,2098,116
12/1/2019,9,35,2482,26,73,17,2098,116
12/2/2019,10,39,2774,29,73,19,2098,116
12/3/2019,10,39,2774,29,73,19,2098,116
12/4/2019,8,32,2277,24,73,16,2098,116
12/5/2019,9,36,2540,26,73,17,2098,116
12/6/2019,10,39,2774,29,73,19,2098,116
12/7/2019,10,39,2568,30,75,19,2098,116
12/8/2019,12,48,3163,36,75,23,2098,116
12/9/2019,8,34,2244,26,75,17,2098,116
12/10/2019,9,37,2441,28,75,20,2098,116
12/11/2019,9,37,2441,28,75,20,2098,116
12/12/2019,9,37,2441,28,75,20,2122,116
12/13/2019,8,32,2280,24,73,17,2122,116
12/14/2019,9,35,2465,26,73,19,2122,116
12/15/2019,10,37,2636,27,73,20,2122,116
12/16/2019,9,36,2544,26,73,19,2122,116
12/17/2019,6,24,1687,18,73,13,2122,115
12/18/2019,7,30,1886,23,76,15,2122,115
12/19/2019,8,34,2152,26,76,17,2122,115
12/20/2019,9,38,2406,29,76,19,2122,115
12/21/2019,8,34,2152,26,76,17,2122,115
12/22/2019,8,34,2152,26,76,10,2122,115
12/23/2019,8,34,2152,26,76,17,2122,115
12/24/2019,8,34,2152,26,76,16,2122,115
12/25/2019,8,34,2152,26,76,13,2122,115
12/26/2019,8,34,2242,26,75,17,2122,115
12/27/2019,8,34,2242,26,75,15,2122,115
12/28/2019,8,34,2242,26,75,14,2122,115
12/29/2019,8,34,2242,26,75,13,2122,115
12/30/2019,8,34,2242,26,75,18,2122,115
12/31/2019,8,34,2242,26,75,12,2122,115
1/1/2020,7,30,1988,23,75,15,2122,115
1/2/2020,9,37,2322,28,76,18,2098,115
1/3/2020,7,28,1794,22,76,14,2098,115
1/4/2020,7,28,1769,21,76,14,2098,115
1/5/2020,8,34,2123,26,76,17,2098,115
1/6/2020,8,32,2047,25,76,16,2098,115
1/7/2020,7,28,1769,21,76,14,2098,115
1/8/2020,6,28,1632,22,78,15,2098,115
1/9/2020,7,34,1985,27,78,18,2098,115
1/10/2020,6,27,1566,21,78,14,2098,115
1/11/2020,6,27,1544,21,78,14,2098,115
1/12/2020,7,32,1853,25,78,17,2098,114
1/13/2020,7,31,1775,24,78,16,2098,114
1/14/2020,6,27,1544,21,78,14,2098,114
1/15/2020,6,28,1632,22,78,15,2098,114
1/16/2020,7,35,2007,27,78,18,2098,114
1/17/2020,6,27,1544,21,78,14,2098,114
1/18/2020,8,32,2021,25,76,17,2098,114
1/19/2020,8,32,2123,24,75,16,2098,114
1/20/2020,7,28,1775,22,76,14,2098,114
1/21/2020,9,38,2388,29,76,19,2098,114
1/22/2020,7,28,1750,21,76,14,2098,114
1/23/2020,8,33,2088,25,76,17,2098,114
1/24/2020,8,33,2051,25,76,16,2098,114
1/25/2020,7,28,1884,21,74,14,2098,114
1/26/2020,10,38,2571,28,74,19,2098,114
1/27/2020,7,28,1884,21,74,14,2098,114
1/28/2020,8,33,2221,24,74,17,2098,114
1/29/2020,8,33,2221,24,74,17,2098,114
1/30/2020,7,28,1884,21,74,14,2098,114
1/31/2020,10,37,2557,28,74,19,2098,114
2/1/2020,7,28,1884,21,74,14,2098,114
2/2/2020,8,33,2221,24,74,17,2098,114
2/3/2020,8,33,2135,25,75,17,2098,114
2/4/2020,7,28,1812,21,75,14,2098,114
2/5/2020,10,40,2594,30,75,19,2098,114
2/6/2020,9,37,2459,28,75,19,2110,113
2/7/2020,12,47,3106,36,75,24,2122,113
2/8/2020,10,42,2770,32,75,21,2134,113
2/9/2020,7,29,1915,22,75,15,2134,113
2/10/2020,12,48,3161,36,75,22,2134,113
2/11/2020,9,38,2367,29,76,17,2134,113
2/12/2020,12,53,3341,41,76,24,2134,113
2/13/2020,9,38,2367,29,76,17,2134,113
2/14/2020,9,38,2381,29,76,17,2134,113
2/15/2020,9,38,2367,29,76,17,2134,113
2/16/2020,13,53,3480,40,75,24,2134,113
2/17/2020,9,38,2465,28,75,17,2134,113
2/18/2020,9,36,2378,27,75,16,2134,113
2/19/2020,10,39,2552,29,75,18,2134,113
2/20/2020,9,38,2465,28,75,17,2134,113
2/21/2020,9,38,2465,28,75,17,2134,113
2/22/2020,9,38,2465,28,75,17,2134,113
2/23/2020,10,38,2663,28,73,17,2134,113
2/24/2020,9,36,2522,26,73,16,2134,113
2/25/2020,7,28,1973,20,73,13,2134,113
2/26/2020,11,40,2934,29,72,21,2134,113
2/27/2020,6,23,1703,17,72,12,2134,113
2/28/2020,9,33,2433,24,72,17,2134,113
2/29/2020,9,33,2433,24,72,17,2134,113
3/1/2020,9,33,2433,24,72,17,2134,113
3/2/2020,7,24,1760,17,72,12,2134,113
3/3/2020,8,29,2104,21,72,15,2134,112
3/4/2020,4,16,1202,12,72,8,2134,112
3/5/2020,7,27,1975,19,72,14,2134,112
3/6/2020,9,33,2433,24,72,17,2134,112
3/7/2020,9,35,2548,25,72,17,2134,112
3/8/2020,9,35,2548,25,72,17,2134,112
3/9/2020,9,31,2293,23,72,15,2134,112
3/10/2020,7,24,1816,17,71,12,2134,112
3/11/2020,9,30,2297,22,71,15,2134,112
3/12/2020,7,25,1909,18,71,12,2134,112
3/13/2020,10,35,2654,25,71,17,2134,112
3/14/2020,6,20,1552,15,71,10,2134,112
3/15/2020,10,35,2639,25,71,17,2134,112
3/16/2020,6,20,1552,15,71,10,2134,112
3/17/2020,10,34,2561,24,71,17,2134,112
3/18/2020,6,21,1630,15,71,11,2134,112
3/19/2020,9,33,2545,24,71,16,2134,112
3/20/2020,6,22,1645,15,71,11,2134,112
3/21/2020,8,31,2143,23,74,15,2134,112
3/22/2020,6,23,1558,17,74,11,2134,112
3/23/2020,7,29,1962,21,74,14,2134,112
3/24/2020,7,27,1851,20,74,13,2134,112
3/25/2020,6,23,1545,17,74,11,2134,112
3/26/2020,8,32,2213,24,74,16,2134,112
3/27/2020,5,20,1392,15,74,10,2134,112
3/28/2020,8,31,2087,23,74,15,2134,112
3/29/2020,6,24,1606,18,75,12,2134,111
3/30/2020,7,27,1780,20,75,13,2134,111
3/31/2020,7,28,1820,21,75,14,2134,111
4/1/2020,6,25,1619,19,75,12,2134,111
4/2/2020,7,30,1994,23,75,15,2134,111
4/3/2020,6,23,1499,17,75,11,2134,111
4/4/2020,8,32,2114,24,75,16,2134,111
4/5/2020,5,21,1405,16,75,11,2134,111
4/6/2020,8,34,2221,26,75,17,2134,111
4/7/2020,5,20,1378,15,74,10,2134,111
4/8/2020,9,35,2366,26,74,17,2134,111
4/9/2020,5,20,1392,15,74,10,2134,111
4/10/2020,8,32,2213,24,74,16,2134,111
4/11/2020,6,23,1558,17,74,11,2134,111
4/12/2020,8,30,2124,22,73,15,2134,111
4/13/2020,7,25,1777,18,73,12,2134,111
4/14/2020,9,33,2346,24,73,16,2134,111
4/15/2020,6,22,1554,16,73,11,2134,111
4/16/2020,9,33,2317,24,73,16,2134,111
4/17/2020,10,36,2576,27,73,18,2134,111
4/18/2020,13,49,3454,36,73,24,2134,111
4/19/2020,10,36,2622,26,72,19,2134,111
4/20/2020,10,35,2567,25,72,19,2134,111
4/21/2020,7,27,1991,20,72,15,2134,111
4/22/2020,8,29,2169,21,72,16,2134,111
4/23/2020,9,32,2389,24,72,17,2134,111
4/24/2020,7,26,1922,19,72,14,2134,110
4/25/2020,10,35,2554,25,72,19,2134,110
4/26/2020,7,27,1977,20,72,14,2134,110
4/27/2020,8,29,2142,21,72,16,2134,110
4/28/2020,9,32,2389,24,72,17,2134,110
4/29/2020,7,26,1922,19,72,14,2134,110
4/30/2020,10,35,2554,25,72,19,2134,110
5/1/2020,7,27,1977,20,72,14,2098,110
5/2/2020,8,29,2142,21,72,16,2098,110
5/3/2020,9,33,2403,24,72,18,2098,110
5/4/2020,7,26,1798,20,74,14,2098,110
5/5/2020,3,18,824,15,83,10,2098,110
5/6/2020,3,16,846,13,80,10,2098,110
5/7/2020,3,16,846,13,80,10,2098,110
5/8/2020,3,16,846,13,80,10,2098,110
5/9/2020,3,16,846,13,80,10,2098,110
5/10/2020,3,16,846,13,80,10,2098,110
5/11/2020,0,17,4,17,100,8,1873,110
5/12/2020,2,50,658,48,95,24,1908,110
5/13/2020,2,49,515,47,96,24,1980,110
5/14/2020,2,49,515,47,96,24,1980,110
5/15/2020,6,39,1521,33,85,24,2051,110
5/16/2020,7,39,1825,32,82,24,2051,110
5/17/2020,9,37,2339,28,76,24,2051,110
5/18/2020,8,33,2106,26,76,24,2051,110
5/19/2020,8,33,2106,26,76,24,2051,110
5/20/2020,9,33,2457,24,72,24,2051,109
5/21/2020,9,31,2295,23,72,24,2086,109
5/22/2020,9,31,2295,23,72,24,2086,109
5/23/2020,9,31,2295,23,72,24,2086,109
5/24/2020,9,31,2295,23,72,24,2086,109
5/25/2020,9,31,2295,23,72,24,2086,109
5/26/2020,10,35,2596,26,72,24,2086,109
5/27/2020,10,35,2596,26,72,24,2086,109
5/28/2020,10,36,2742,26,71,24,2086,109
5/29/2020,10,36,2742,26,71,24,2086,109
5/30/2020,10,34,2559,24,71,24,2086,109
5/31/2020,8,30,2278,21,71,24,2099,109
6/1/2020,8,30,2278,21,71,24,2099,109
6/2/2020,9,30,2380,21,70,24,2099,109
6/3/2020,9,30,2380,21,70,24,2099,109
6/4/2020,9,30,2380,21,70,24,2099,109
6/5/2020,9,30,2380,21,70,24,2099,109
6/6/2020,9,30,2380,21,70,24,2099,109
6/7/2020,8,31,2206,23,73,24,2099,109
6/8/2020,8,31,2206,23,73,24,2099,109
6/9/2020,9,36,2525,26,73,24,2099,109
6/10/2020,9,36,2525,26,73,24,2099,109
6/11/2020,9,36,2525,26,73,24,2099,109
6/12/2020,9,36,2525,26,73,24,2099,109
6/13/2020,10,36,2618,26,72,24,2099,109
6/14/2020,10,36,2618,26,72,24,2099,108
6/15/2020,8,31,2269,22,72,21,2099,108
6/16/2020,10,36,2618,26,72,24,2099,108
6/17/2020,10,36,2712,26,71,24,2099,108
6/18/2020,10,36,2712,26,71,24,2099,108
6/19/2020,9,31,2377,22,71,24,2099,108
6/20/2020,9,31,2377,22,71,24,2099,108
6/21/2020,9,30,2297,22,71,23,2099,108
6/22/2020,7,25,1872,18,71,19,2099,108
6/23/2020,6,23,1723,16,71,17,2099,108
6/24/2020,9,31,2377,22,71,24,2099,108
6/25/2020,10,36,2727,26,71,24,2099,108
6/26/2020,10,36,2727,26,71,24,2099,108
6/27/2020,10,35,2719,24,70,24,2099,108
6/28/2020,10,35,2719,24,70,24,2099,108
6/29/2020,9,29,2285,20,70,24,2099,108
6/30/2020,8,28,2220,20,70,21,2099,108
7/1/2020,9,32,2284,24,73,24,2099,108
7/2/2020,9,32,2284,24,73,24,2099,108
7/3/2020,9,32,2284,24,73,24,2099,108
7/4/2020,9,32,2284,24,73,24,2099,108
7/5/2020,9,32,2284,24,73,24,2099,108
7/6/2020,9,32,2284,24,73,24,2099,108
7/7/2020,9,32,2284,24,73,24,2099,108
7/8/2020,9,32,2284,24,73,24,2099,108
7/9/2020,9,32,2284,24,73,24,2099,108
7/10/2020,7,28,1951,20,73,21,2099,107
7/11/2020,8,30,2191,22,72,22,2099,107
7/12/2020,8,28,2092,21,72,21,2099,107
7/13/2020,11,41,2979,29,72,24,2099,107
7/14/2020,8,30,2214,22,72,21,2122,107
7/15/2020,9,34,2530,25,72,24,2122,107
7/16/2020,8,31,2267,22,72,22,2122,107
7/17/2020,7,25,1834,18,72,17,2122,107
7/18/2020,10,35,2674,25,71,24,2122,107
7/19/2020,8,27,2061,19,71,19,2122,107
7/20/2020,9,32,2429,23,71,22,2122,107
7/21/2020,9,33,2507,24,71,23,2122,107
7/22/2020,9,31,2340,22,71,21,2122,107
7/23/2020,8,28,2117,20,71,19,2122,107
7/24/2020,8,27,2094,20,71,19,2122,107
7/25/2020,8,32,2279,24,73,22,2122,107
7/26/2020,7,28,2011,21,73,20,2122,107
7/27/2020,8,30,2145,22,73,21,2122,107
7/28/2020,8,30,2145,22,73,21,2122,107
7/29/2020,7,26,1825,19,73,18,2122,107
7/30/2020,8,29,2081,22,73,21,2122,107
7/31/2020,8,31,2221,23,73,18,2122,107
8/1/2020,10,37,2735,27,72,21,2122,107
8/2/2020,8,27,2015,20,72,15,2122,107
8/3/2020,9,34,2486,25,72,19,2122,107
8/4/2020,9,33,2460,24,72,19,2122,107
8/5/2020,7,25,1819,18,72,14,2122,106
8/6/2020,10,36,2669,26,72,20,2122,106
8/7/2020,9,31,2312,23,72,20,2122,106
8/8/2020,7,26,1878,19,72,16,2122,106
8/9/2020,8,29,2124,21,72,18,2122,106
8/10/2020,8,29,2101,21,72,18,2122,106
8/11/2020,8,32,2264,23,73,20,2122,106
8/12/2020,7,27,1890,20,73,17,2122,106
8/13/2020,7,25,1750,18,73,16,2122,106
8/14/2020,7,28,1984,21,73,19,2122,106
8/15/2020,7,26,1867,19,73,18,2122,106
8/16/2020,7,25,1760,18,73,17,2122,106
8/17/2020,8,30,2134,22,73,20,2122,106
8/18/2020,8,30,2134,22,73,20,2122,106
8/19/2020,6,22,1590,16,73,15,2122,106
8/20/2020,8,29,2102,21,72,19,2122,106
8/21/2020,8,30,2236,22,72,19,2122,106
8/22/2020,7,25,1812,18,72,15,2122,106
8/23/2020,9,32,2342,23,72,20,2122,106
8/24/2020,9,32,2389,24,72,20,2122,106
8/25/2020,6,24,1742,17,72,15,2122,106
8/26/2020,10,36,2718,26,71,22,2122,106
8/27/2020,8,29,2194,21,71,18,2122,106
8/28/2020,9,31,2352,22,71,19,2122,106
8/29/2020,9,32,2413,23,71,20,2122,106
8/30/2020,7,25,1901,18,71,16,2122,106
8/31/2020,10,35,2687,25,71,20,2122,105
9/1/2020,10,36,2770,26,71,20,2122,105
9/2/2020,10,36,2729,26,71,20,2122,105
9/3/2020,10,35,2687,25,71,20,2122,105
9/4/2020,8,28,2139,20,71,16,2122,105
9/5/2020,9,33,2496,23,71,18,2122,105
9/6/2020,9,31,2372,22,71,17,2122,105
9/7/2020,10,36,2715,26,71,20,2122,105
9/8/2020,10,36,2742,26,71,20,2122,105
9/9/2020,3,12,932,9,71,7,2122,105
9/10/2020,6,21,1577,15,71,12,2122,105
9/11/2020,10,36,2804,25,70,20,2122,105
9/12/2020,10,34,2718,24,70,19,2122,105
9/13/2020,11,37,2876,26,70,20,2122,105
9/14/2020,8,26,2021,18,70,16,2122,105
9/15/2020,8,29,2258,20,70,18,2122,105
9/16/2020,10,36,2807,25,70,23,2122,105
9/17/2020,7,25,1959,18,70,16,2122,105
9/18/2020,9,32,2483,22,70,20,2122,105
9/19/2020,9,32,2483,22,70,20,2122,105
9/20/2020,7,22,1759,16,70,14,2122,105
9/21/2020,9,30,2371,21,70,19,2122,105
9/22/2020,8,28,2208,20,70,18,2122,105
9/23/2020,7,25,1882,18,71,16,2122,105
9/24/2020,7,24,1826,17,71,14,2122,105
9/25/2020,9,33,2531,24,71,19,2122,104
9/26/2020,9,33,2479,23,71,19,2122,104
9/27/2020,7,24,1839,17,71,14,2122,104
9/28/2020,9,33,2492,23,71,19,2122,104
9/29/2020,9,33,2479,23,71,19,2122,104
9/30/2020,7,26,1996,19,71,15,2122,104
10/1/2020,9,30,2322,22,71,18,2122,104
10/2/2020,8,27,2022,19,71,16,2122,104
10/3/2020,9,33,2505,24,71,19,2122,104
10/4/2020,9,33,2308,24,73,19,2122,104
10/5/2020,7,26,1870,19,73,15,2122,104
10/6/2020,9,33,2308,24,73,19,2122,104
10/7/2020,8,29,2089,22,73,17,2122,104
10/8/2020,7,28,1984,21,73,16,2122,104
10/9/2020,9,33,2354,24,73,19,2122,104
10/10/2020,6,24,1725,18,73,14,2122,104
10/11/2020,9,33,2341,24,73,19,2122,104
10/12/2020,8,29,2070,21,73,17,2122,104
10/13/2020,8,29,2058,21,73,17,2122,104
10/14/2020,9,33,2366,25,73,19,2122,104
10/15/2020,8,30,2156,22,73,18,2122,104
10/16/2020,7,26,1861,19,73,15,2122,104
10/17/2020,7,27,1885,20,73,15,2122,104
10/18/2020,9,33,2366,25,73,19,2122,104
10/19/2020,9,33,2354,24,73,19,2122,104
10/20/2020,6,26,1621,20,76,15,2122,104
10/21/2020,8,34,2169,26,76,19,2122,103
10/22/2020,8,33,2067,25,76,18,2122,103
10/23/2020,8,36,2270,28,76,20,2122,103
10/24/2020,7,26,1762,19,74,14,2122,103
10/25/2020,9,35,2386,26,74,20,2122,103
10/26/2020,6,24,1664,18,74,14,2122,103
10/27/2020,8,30,2043,22,74,17,2122,103
10/28/2020,8,30,2019,22,74,17,2122,103
10/29/2020,9,34,2349,26,74,19,2122,103
10/30/2020,8,31,2092,23,74,17,2122,103
10/31/2020,7,29,2007,22,74,16,2122,103
11/1/2020,7,26,1750,19,74,14,2122,103
11/2/2020,7,26,1762,19,74,14,2122,103
11/3/2020,8,30,2080,23,74,17,2122,103
11/4/2020,8,30,2019,22,74,17,2122,103
11/5/2020,7,26,1762,19,74,14,2122,103
11/6/2020,4,17,1131,12,74,14,2122,103
11/7/2020,6,22,1519,17,74,19,2122,103
11/8/2020,4,16,1123,12,74,14,2122,103
11/9/2020,5,20,1369,15,74,17,2122,103
11/10/2020,5,19,1313,14,74,17,2122,103
11/11/2020,6,22,1511,16,74,19,2122,103
11/12/2020,6,22,1519,17,74,19,2122,103
11/13/2020,6,25,1717,19,74,22,2122,103
11/14/2020,6,25,1693,18,74,21,2122,103
11/15/2020,6,24,1661,18,74,21,2122,103
11/16/2020,6,25,1676,18,74,20,2122,102
11/17/2020,5,21,1429,16,74,17,2122,102
11/18/2020,6,24,1634,18,74,19,2122,102
11/19/2020,5,20,1344,15,74,16,2122,102
11/20/2020,6,22,1564,16,73,18,2122,102
11/21/2020,5,20,1423,15,73,16,2122,102
11/22/2020,8,29,2050,21,73,23,2122,102
11/23/2020,5,21,1476,15,73,17,2122,102
11/24/2020,6,21,1484,15,73,17,2122,102
11/25/2020,6,24,1696,18,73,19,2122,102
11/26/2020,5,18,1272,13,73,14,2122,102
11/27/2020,5,18,1264,13,73,14,2122,102
11/28/2020,6,24,1678,18,73,19,2110,102
11/29/2020,7,27,1871,20,73,21,2122,102
11/30/2020,5,19,1320,14,73,15,2134,102
12/1/2020,5,18,1305,13,72,14,2137,102
12/2/2020,5,19,1405,14,72,16,2113,102
12/3/2020,5,19,1246,15,75,15,2113,102
12/4/2020,5,19,1238,14,75,15,2113,102
12/5/2020,5,20,1327,15,75,16,2113,102
12/6/2020,5,19,1238,14,75,15,2137,102
12/7/2020,4,17,1133,13,75,14,2137,102
12/8/2020,4,18,1190,14,75,15,2125,102
12/9/2020,5,19,1337,14,73,15,2137,102
12/10/2020,5,19,1311,14,73,15,2137,102
12/11/2020,5,18,1233,13,73,14,2125,102
12/12/2020,4,17,1189,13,73,14,2125,101
12/13/2020,5,19,1311,14,73,15,2113,101
12/14/2020,5,20,1434,15,73,16,2125,101
12/15/2020,5,20,1434,15,73,16,2113,101
12/16/2020,5,20,1434,15,73,16,2113,101
12/17/2020,4,17,1189,13,73,14,2125,101
12/18/2020,5,18,1268,13,73,15,2113,101
12/19/2020,5,20,1434,15,73,16,2113,101
