Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
12/20/2020,5,20,1390,15,73,16,2125,101
12/21/2020,5,20,1259,15,76,16,2125,101
12/22/2020,4,18,1119,14,76,14,2113,101
12/23/2020,4,18,1150,14,76,15,2101,101
12/24/2020,5,22,1352,17,76,17,2113,101
12/25/2020,5,20,1274,16,76,16,2113,101
12/26/2020,4,19,1166,14,76,15,2113,101
12/27/2020,5,20,1228,15,76,16,2125,101
12/28/2020,4,19,1204,15,76,16,2101,101
12/29/2020,5,20,1274,16,76,16,2125,101
12/30/2020,5,20,1274,16,76,16,2113,101
12/31/2020,5,20,1243,15,76,16,2137,101
1/1/2021,5,20,1450,15,72,16,2113,101
1/2/2021,6,20,1478,15,72,16,2125,101
1/3/2021,6,20,1478,15,72,16,2113,101
1/4/2021,4,15,1088,11,72,12,2113,101
1/5/2021,5,19,1408,13,71,15,2113,101
1/6/2021,6,20,1540,15,71,16,2113,101
1/7/2021,5,19,1437,14,71,15,2113,100
1/8/2021,5,19,1437,14,71,15,2113,100
1/9/2021,5,19,1446,14,71,15,2101,100
1/10/2021,6,20,1521,15,71,16,2113,100
1/11/2021,5,20,1474,14,71,16,2137,100
1/12/2021,5,18,1399,13,70,14,2137,100
1/13/2021,5,18,1408,13,70,15,2113,100
1/14/2021,6,20,1593,15,70,16,2101,100
1/15/2021,6,20,1593,15,70,16,2113,100
1/16/2021,6,20,1583,14,70,16,2125,100
1/17/2021,6,20,1573,14,70,16,2125,100
1/18/2021,5,18,1418,13,70,15,2125,100
